coaster_name,Length,Speed,Location,Status,Type,Manufacturer,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Soft opening date.1,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,year_introduced,latitude,longitude,Type_Main,Opening Date
Eurostar (roller coaster),"2,769.02 ft (844.00 m)",50.2 mph (80.8 km/h),Other,,Steel – Inverted,Intamin,Portable Inverted Coaster,98.91 ft (30.15 m),4.0,Chain lift hill,"$20,000,000",3 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,,2:20,1200 riders per hour,5.2,Werner Stengel,45°,90.56 ft (27.60 m),,,,,,,,,,,,,,,,,,,1995,,,Steel,
Flight Deck (Canada's Wonderland),"689.01 m (2,260.5 ft)",79.99 km/h (49.70 mph),Canada's Wonderland,Operating,Steel – Inverted,Vekoma,SLC (689m Standard),33.31 m (109.3 ft),5.0,Chain lift,,2 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Grande World Exposition of 1890,1:28,1040 riders per hour,,,,,,Fast Lane available,,,,,,,,,,,,,,,,,1995,43.8412,-79.539,Steel,1995-01-01
The Great Nor'easter,"2,170 ft (660 m)",55 mph (89 km/h),Morey's Piers,Operating,Steel – Inverted,Vekoma,Suspended Looping Coaster-Custom,115 ft (35 m),5.0,Chain lift hill,"$5,500,000 USD",2 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Surfside Pier,2:05,1200 riders per hour,,,,95 ft (29 m),,,,,,,,,,,,,,,,,,,1995,38.9893,-74.8023,Steel,1995-05-26
Jaguar!,"2,602 ft (793 m)",35 mph (56 km/h),Knott's Berry Farm,Operating,Steel,Zierer,Tivoli,65 ft (20 m),0.0,Two Drive Tire Lifts,"$10,000,000[1]",2 trains with 15 cars. Riders are arranged 2 across in a single row for a total of 30 riders per train.,Fiesta Village,2:00,1800 riders per hour,,Ingenieur Büro Stengel GmbH,25°,45 ft (14 m),,Fast Lane available,,,,,,,,,,,,,,,,,1995,33.8458,-117.9992,Steel,1995-06-17
The Raven (roller coaster),"2,800 ft (850 m)",50 mph (80 km/h),Holiday World & Splashin' Safari,Operating,Wood,Custom Coasters International,,110 ft (34 m),0.0,Chain Lift Hill,"US$2,000,000",2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Halloween,1:30,960 riders per hour,,"Dennis McNulty, Larry Bill",,85 ft (26 m),,,,Terrain,,,,,,,,Must transfer from wheelchair,,,,,,,1995,38.1194,-86.9152,Wood,1995-05-06
Sidewinder (Elitch Gardens),635 ft (194 m),45 mph (72 km/h),Other,,Steel – Launched,Arrow Dynamics,Launched Loop,56 ft (17 m),1.0,Launch,,Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:06,400 riders per hour,4.0,Arrow Dynamics,47°,47 ft (14 m),,,,Shuttle Loop,,,1989,,,,,,,,,,,,1995,,,Steel,
Space Mountain: De la Terre à la Lune,"3,281 ft (1,000 m)",44 mph (71 km/h),Disneyland Park (Paris),Operating,Steel – Launched,Vekoma,,105 ft (32 m),3.0,Electric Winch Launch / Booster wheels (second lift),,5 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Discoveryland,2:15,2400 riders per hour,,Walt Disney ImagineeringWerner Stengel,,,,,,,,,,,,,,Must transfer from wheelchair,,Single rider line available,,,,,1995,48.8741,2.7793,Steel,2017-05-07
Space Shuttle (roller coaster),935 ft (285 m),47 mph (76 km/h),Enchanted Kingdom,Operating,Steel – Shuttle – Boomerang,Vekoma,Boomerang,116.6 ft (35.5 m),3.0,Chain lift hill,,,Spaceport,1:48,760 riders per hour,5.2,,,,,,,,,,,,,,,,,,,,,,1995,14.2819,121.0954,Steel,1995-07-28
T2 (roller coaster),"2,171.9 ft (662.0 m)",49.7 mph (80.0 km/h),Kentucky Kingdom,Operating,Steel – Inverted,Vekoma,SLC (662m Prototype),101.7 ft (31.0 m),5.0,Chain lift hill,,2 trains with 7 cars. Riders are arranged 2 across in a single row for a total of 14 riders per train.,,1:36,900 riders per hour,,,,,,,,,,,,,,,,,,,,,,,1995,38.1941,-85.747,Steel,1995-04-08
Twister II,"4,640 ft (1,410 m)",55 mph (89 km/h),Elitch Gardens,Operating,Wood,Hensel Phelps Construction,custom,100 ft (30 m),0.0,Chain lift hill,,2 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,,2:17,1200 riders per hour,3.1,John Pierce,56°,91 ft (28 m),,,,Twister,,,,,,,,,,,,,,,1995,39.7464,-105.0144,Wood,1995-05-27
Viper (Six Flags Great Adventure),"1,670 ft (510 m)",48 mph (77 km/h),Six Flags Great Adventure,Removed,Steel,TOGO,Sitdown Looping,88.6 ft (27.0 m),2.0,Chain lift hill,$4 million,3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Frontier Adventures,2:24,,,,,,,,Ultra Twister,Twister,,,"September 6, 2004",,El Toro,,,,,,,,,,1995,40.139,-74.435,Steel,1995-06-02
Viper (Six Flags Great America),"3,458 ft (1,054 m)",50 mph (80 km/h),Six Flags Great America,Operating,Wood,Six Flags,,100 ft (30 m),0.0,Chain lift hill,,2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Southwest Territory,1:45,1000 riders per hour,3.6,Six Flags,53°,80 ft (24 m),,,,Coney Island Cyclone (mirror image),,,,,,,Flash Pass Available,Must transfer from wheelchair,,,,,,,1995,42.3681,-87.9372,Wood,1995-04-29
Viper (Six Flags Over Georgia),,,Other,Discontinued,Other,Anton Schwarzkopf,,,2.0,,,,,,1300 riders per hour,,Werner Stengel & Reinhold Spieldiener,,,,,,,,,,,,,,,,,,,,,1995,,,Other,
Backyardigans: Mission to Mars,207 m (679 ft),34.9 km/h (21.7 mph),Movie Park Germany,Operating,Steel – Junior,Vekoma,Junior Coaster (207m),8.5 m (28 ft),0.0,,,Single train with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Nickland,0:44,780 riders per hour,,,,,29 June 1996,,,,,29 June 1996,31 October 20042007,,,,,,,,,,,,1996,51.6198,6.976,Steel,1996-06-30
The Barnstormer,207 m (679 ft),40.2 km/h (25.0 mph),Magic Kingdom,Operating,Steel – Junior,Vekoma,Junior Coaster (Custom),9.1 m (30 ft),0.0,Chain lift hill,,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Fantasyland - Storybook Circus,1:00,,,Walt Disney Imagineering,,,,,,,,,"February 12, 2011 (Barnstormer)",,,,,Must transfer from wheelchair,,,,,,,1996,28.4205,-81.5784,Steel,1996-10-01
Colorado Adventure,"4,199 ft (1,280 m)",31.1 mph (50.1 km/h),Phantasialand,Operating,Steel – Mine Train,Vekoma,Custom MK-900 M,85 ft (26 m),,,,,Mexico,2:55,"2,300 riders per hour",,,,,,,,,,,,,,,,,,,,,,,1996,50.7987,6.8815,Steel,1996-05-11
Flight of Fear,"2,705 ft (824 m)",54 mph (87 km/h),Other,,Steel – Launched – Enclosed,Premier Rides,LIM Catapult,74.2 ft (22.6 m),4.0,LIM Launch,,4 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,1:00,2000 riders per hour,4.5,Werner Stengel,,,,,,,,,,,,,,,,,,,0 to 54 mph (0 to 87 km/h) in 4 seconds,,1996,,,Steel,
Fujiyama (roller coaster),"6,709 ft (2,045 m)",81 mph (130 km/h),Fuji-Q Highland,Operating,Steel,TOGO,Hypercoaster,259 ft (79 m),0.0,Chain,"$40,000,000",,,3:36,"1,100 riders per hour",3.5,Morgan,65°,230 ft (70 m),,,,Out and Back,,,,,,,,,,,,,,,1996,35.4859,138.777,Steel,1996-07-01
Gadget's Go Coaster,679.2 ft (207.0 m),21.7 mph (34.9 km/h),Other,,Steel – Junior,Vekoma,Junior Coaster (207m),27.9 ft (8.5 m),,,,2 trains with 8 cars. Riders are arranged 2 across in 2 rows for a total of 32 riders per train.,,0:44,780 riders per hour,,Walt Disney Imagineering,,,,,,,,,,,,,,,,,,,,,1996,,,Steel,
The Great White (Morey's Piers),"3,300 ft (1,000 m)",50 mph (80 km/h),Morey's Piers,Operating,Wood,Custom Coasters International,,110 ft (34 m),0.0,Chain lift,"$5,500,000 USD",,Adventure Pier,2:00,1200 riders per hour,,Dennis McNulty,50°,100 ft (30 m),,,,,,,,,,,,,,,,,,,1996,38.9865,-74.8107,Wood,1996-06-10
High Roller (Stratosphere),865 ft (264 m),30 mph (48 km/h),Stratosphere Tower,Removed,Steel,S&MC,Family Coaster,,0.0,Tires,"$900,000",,,0:40,700 riders per hour,2,Premier Rides,13°,20 ft (6.1 m),,,,Helix,,,"December 30, 2005",,,,,,,,,,5 mrsn,,1996,36.1474,-115.1554,Steel,1996-04-29
Megafobia,"2,956 ft (901 m)",48 mph (77 km/h),Oakwood Theme Park,Operating,Wood,Custom Coasters International,,85 ft (26 m),0.0,,,,,1:40,,2.75,"John Wardley, Dennis McNulty, Larry Bill",55°,,,,,Twister,,,,,,,,,,,,,+2.75g (25 m/s),,1996,51.7807,-4.8056,Wood,1996-04-30
Montu (roller coaster),"3,983 ft (1,214 m)",60 mph (97 km/h),Busch Gardens Tampa Bay,Operating,Steel – Inverted,Bolliger & Mabillard,Inverted Coaster – Custom,150 ft (46 m),7.0,Chain lift hill,"US$20,000,000",3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Egypt,3 minutes,"1,710 riders per hour",3.8,Werner Stengel,50°,128 ft (39 m),,,,,,,,,,,,,,,,,,,1996,28.0347,-82.4175,Steel,1996-05-16
Pegasus (Mt. Olympus Water and Theme Park),,40 mph (64 km/h),Mt. Olympus Water & Theme Park,Operating,Wood,Custom Coasters International,,60 ft (18 m),,Chain Lift Hill,,,,,,,,50°,45 ft (14 m),,,,,,,,,,,,,,,,,,,1996,43.614,-89.7898,Wood,1996-01-01
Rougarou (roller coaster),"3,900 ft (1,200 m)",60 mph (97 km/h),Cedar Point,Operating,Steel – Floorless Coaster,Bolliger & Mabillard,Floorless Coaster,145 ft (44 m),4.0,Chain lift hill,"US$12,000,000",3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Millennium Midway,2:40,1800 riders per hour,,Werner Stengel,52°,137 ft (42 m),,Fast Lane available,Mantis,,,,,,,,,,,,,,,,1996,41.4826,-82.6874,Steel,2015-05-09
Runaway Mountain,,,"Arlington, Texas, U.S.",Operating,Other,,,,,,,,,,,,,,,,,,,,,,"August 4, 1961",,Official website,,,,,,,,,1996,32.7557,-97.0702,Other,
Santa Monica West Coaster,"1,300 ft (400 m)",35 mph (56 km/h),Pacific Park,Operating,Steel,D. H. Morgan Manufacturing,,55 ft (17 m),,Lift hill,,Single train with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,,1996,,,Steel,1996-05-25
Skull Mountain,"1,377 ft (420 m)",33 mph (53 km/h),Six Flags Great Adventure,Operating,Steel – Enclosed,Intamin,Indoor Roller Coaster,40.5 ft (12.3 m),0.0,Drive tire lift hill,$5 million[1],3 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Lakefront,1:24,1596[2] riders per hour,2.3,,,37 ft (11 m),,,,steel twister,,,,,,,Flash Pass Available,,,,,,,,1996,40.1346,-74.4419,Steel,1996-06-03
The Barnstormer at Goofy's Wiseacre Farm,207 m (679 ft),40.2 km/h (25.0 mph),Magic Kingdom,Operating,Steel – Junior,Vekoma,Junior Coaster (Custom),9.1 m (30 ft),0.0,Chain lift hill,,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Fantasyland - Storybook Circus,1:00,,,Walt Disney Imagineering,,,,,,,,,"February 12, 2011 (Barnstormer)",,,,,Must transfer from wheelchair,,,,,,,1996,28.4205,-81.5784,Steel,1996-10-01
The Joker's Revenge,"1,936 ft (590 m)",40 mph (64 km/h),Other,,Steel,Vekoma,Hurricane,79 ft (24 m),3.0,Chain lift hill,"$4,300,000 USD",2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,1:24,1200 riders per hour,3.5,,40°,69 ft (21 m),,,,,,,,,Pandemonium,,,,,,,,,,1996,,,Steel,
The Mind Eraser (Geauga Lake),935 ft (285 m),47 mph (76 km/h),Other,,Steel – Shuttle – boomerang,Vekoma,Boomerang,116.5 ft (35.5 m),6.0,Catch car and chain lift hill,,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,County Fair,1:48,760 riders per hour,5.2,,65°,108 ft (33 m),,Fast Lane available,Flying Super Saturator,,,,"September 16, 2007",,,,,,,,,,,,1996,,,Steel,
The Walking Dead: The Ride,"1,312.3 ft (400.0 m)",27.7 mph (44.6 km/h),Thorpe Park Resort,Operating,Steel,Vekoma,Enigma,41.7 ft (12.7 m),0.0,Drive tire lift hill,,5 trains with 5 cars. Riders are arranged 2 across in a single row for a total of 10 riders per train.,The Dock Yard,2:00,700 riders per hour,2.4,Vekoma,,32 ft (9.8 m),,,,Modified Enigma,,,,,,,,,,,,,,,1996,51.4036,-0.5132,Steel,1996-03-23
Timber Terror,"2,700 ft (820 m)",55 mph (89 km/h),Silverwood Theme Park,Operating,Wood,Custom Coasters International,,85 ft (26 m),,,,,,1:32,,,Gary Norton,,,,,,Out and Back,,,,,,,,,,,,,,,1996,47.9044,-116.7094,Wood,1996-01-01
The Underground (roller coaster),911 ft (278 m),,Adventureland (Iowa),Operating,Wood,Custom Coasters International,Indoor Freeform,13 ft (4.0 m),0.0,Chain-lift,,,,2 minutes,,,"Custom Coasters, Inc., Larry Bill, Dennis McNulty",,,,,,,,,,,,,,,,,,,,,1996,,,Wood,1996-04-27
Wild Thing (Valleyfair),"5,460 ft (1,660 m)",75 mph (121 km/h),Valleyfair,Operating,Steel,D. H. Morgan Manufacturing,Hypercoaster,207 ft (63 m),0.0,Chain-lift,"$9,500,000 USD",3 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,South Midway,3:00,"1,700 riders per hour",4.1,Steve Okamoto,60°,196 ft (60 m),,Fast Lane available,,Out and Back,,,,,,,,,,,,,,,1996,44.7986,-93.4587,Steel,1996-05-11
Wildcat (Hersheypark),"3,183 ft (970 m)",50 mph (80 km/h),Hersheypark,Operating,Wood,Great Coasters International,,106 ft (32 m),0.0,Chain lift hill,"US$5,000,000",,Midway America,1:15,1310 riders per hour,3.5,Clair HainMike Boodley,,85.2 ft (26.0 m),,,,,,,,,,Official website,,,,,,,,,1996,40.2925,-76.6558,Wood,1996-05-26
Wilde maus,"1,213.9 ft (370.0 m)",28 mph (45 km/h),Other,,Steel – Wild Mouse,Mack Rides,Wild Maus,45.9 ft (14.0 m),,Chain lift hill,,,,1:50,,,Werner Stengel,,,,,Crazy Camel,,,,2003,,Curse of DarKastle,,,,,,,,,,1996,,,Steel,
Alpengeist,"3,828 ft (1,167 m)",67 mph (108 km/h),Busch Gardens Williamsburg,Operating,Steel – Inverted,Bolliger & Mabillard,Inverted Coaster,195 ft (59 m),6.0,Chain lift hill,$20 million,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Rhinefeld,3:10,1820 riders per hour,3.7,Werner Stengel,79°,170 ft (52 m),,,,Terrain,,,,,,,,,,,,,,,1997,37.2328,-76.6476,Steel,1997-03-22
Batman: The Ride,"2,693 or 2,700 ft (821 or 823 m)",50 mph (80 km/h),Other,,Steel – Inverted,Bolliger & Mabillard,Inverted Coaster – Batman,100 or 105 ft (30 or 32 m),5.0,Chain lift hill,,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,1:45,1280–1400[1][2] riders per hour,4,Werner Stengel,,84.5 ft[3],,,,,,,,,,,,,,Single rider line available,Over-the-shoulder,Flash Pass available,,,1997,,,Steel,
Boomerang: Coast to Coaster,935 ft (285 m),47 mph (76 km/h),Other,,Steel – Shuttle – Boomerang,Vekoma,Boomerang,116.5 ft (35.5 m),3.0,Chain lift hill,"$5, 000,000",,,1:48,760 riders per hour,5.2,Vekoma,65°,,,,,,,,,,,,,,,,,,,,1997,,,Steel,
Chang (roller coaster),"4,155 ft (1,266 m)",63 mph (101 km/h),Other,,Steel – Stand-up,Bolliger & Mabillard,Stand-Up Coaster,154 ft (47 m),5.0,Chain lift hill,"$12,000,000",2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Boardwalk,2:30,"1,556 riders per hour",,Werner Stengel,45°,144 ft (44 m),"May 19, 2011",,Great American Scream Machine,,,"May 19, 2011","September 19, 2009",,,,,,,Single rider line available,,Flash Pass available,,,1997,,,Steel,
Euro-Mir,"3,215 ft (980 m)",49.7 mph (80.0 km/h),Europa-Park,Operating,Steel – spinning,Mack Rides,,92 ft (28 m),,Spiral lift,,,Russia,4:33,1600 riders per hour,4,Franz Mack,,,,,,,,,,,,,,,,,,,,,1997,48.2647,7.7197,Steel,1997-01-01
The Great White (SeaWorld San Antonio),"2,562 ft (781 m)",50 mph (80 km/h),SeaWorld San Antonio,Operating,Steel – Inverted,Bolliger & Mabillard,Inverted Coaster – Batman,108 ft (33 m),5.0,Chain lift hill,"$21,000,000",2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,2:00,1400 riders per hour,4.6,Werner Stengel,,81.2 ft (24.7 m),,,,,,,,,,,,,,,,,,,1997,29.4523,-98.6965,Steel,1997-02-01
Green Lantern (Six Flags Great Adventure),"4,155 ft (1,266 m)",63 mph (101 km/h),Other,,Steel – Stand-up,Bolliger & Mabillard,Stand-Up Coaster,154 ft (47 m),5.0,Chain lift hill,"$12,000,000",2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Boardwalk,2:30,"1,556 riders per hour",,Werner Stengel,45°,144 ft (44 m),"May 19, 2011",,Great American Scream Machine,,,"May 19, 2011","September 19, 2009",,,,,,,Single rider line available,,Flash Pass available,,,1997,,,Steel,
Invertigo (roller coaster),"1,013.8 ft (309.0 m)",50 mph (80 km/h),Other,In Production,Other,Vekoma,,131.3 ft (40.0 m),3.0,,,,,1:30,,,,,,,,,,,,,,,,,,,,Over-the-shoulder,,,,1997,,,Other,
Kiddie Coaster,,,Lake Compounce,Operating,Steel,Molina & Sons,,,,,,,,,,,,,,,,,Oval,,,,,,,,,,,,,,,1997,41.6423,-72.9226,Steel,1997-06-27
American Dreier Looping,"3,444 ft (1,050 m)",53 mph (85 km/h),Other,,Steel,Anton Schwarzkopf,,111 ft (34 m),3.0,Booster Wheel Lift Hill,,3 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,,"1,500 riders per hour",4.7,Werner Stengel,,,,,,,,,,,,,,,,,,,,,1997,,,Steel,
Pyrenees (roller coaster),"1,234 m (4,049 ft)",100 km/h (62 mph),Parque Espana-Shima Spain Village,Operating,Steel – Inverted,Bolliger & Mabillard,Inverted Coaster,45 m (148 ft),6.0,,,8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,1:53,,,Werner Stengel,,,,,,,,,,,,,,,,,,,,,1997,34.3598,136.845,Steel,1997-01-01
Road Runner Express (Six Flags Fiesta Texas),"2,400 ft (730 m)",35 mph (56 km/h),Six Flags Fiesta Texas,Operating,Steel – Mine Train,Arrow Dynamics,Mine Train,73 ft (22 m),0.0,,,2 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,Crackaxle Canyon,2:24,1800 riders per hour,3.0,Alan Schilke,27°,67 ft (20 m),,,,,,,,,,,Flash Pass Available,,,,,,,,1997,29.5991,-98.613,Steel,1997-05-01
Big Apple Coaster,"4,777 ft (1,456 m)",67 mph (108 km/h),New York-New York Hotel and Casino,Operating,Steel,TOGO,Sitdown Looping,203 ft (62 m),2.0,Chain lift,$25 million,3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,,2:40,,,TOGO,55°,144 ft (44 m),,,,Custom,,,,,,,,,,,,,,,1997,36.1019,-115.1736,Steel,1997-01-03
Skytrak,"1,282 ft (391 m)",28 mph (45 km/h),Granada Studios Tour,Removed,Steel – Flying,Skytrak International,,50 ft (15 m),,,,,,,240 riders per hour,2.5,,,,,,,,,,1998,,,,,,,,,,,,1997,53.4781,-2.2571,Steel,1997-10-01
Stampida,"3,127 ft (953.1 m)",46 mph (74.0 km/h),Other,Operating,Wood – Racing,Custom Coasters International,,84 ft (25.6 m),0.0,Chain,,,,1:40,,,"Dennis McNulty, Larry Bill, John Wardley",,,,,,,,,,,,,,,,,,,,,1997,41.0904,1.1566,Wood,1997-03-17
Steel Force,"5,600 ft (1,700 m)",75 mph (121 km/h),Dorney Park & Wildwater Kingdom,Operating,Steel,D. H. Morgan Manufacturing,Hyper Coaster,200 ft (61 m),0.0,Chain lift hill,"US$10,000,000",3 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,,3:00,"1,700 riders per hour",3.4,Steve Okamoto,61°,205 ft (62 m),,Fast Lane available,,Out and Back,,,,,,,,,,,,,,,1997,40.5789,-75.5381,Steel,1997-05-30
Superman: Escape from Krypton,"1,235 ft (376.4 m)",100 mph (160.9 km/h),Other,Operating,Steel – Launched – Shuttle – Dueling,Intamin,Reverse Freefall Coaster,415 ft (126.5 m),0.0,Linear synchronous motor,"US$20,000,000",,Samurai Summit,0:28,"1,050 riders per hour",4.5,,90°,328.1 ft (100.0 m),,,,,,,,,,,Flash Pass Available,Must transfer from wheelchair,,,,,0 to 104 mph in 7 seconds,,1997,34.425,-118.598,Steel,1997-03-15
Tonnerre de Zeus,"4,044 ft (1,233 m)",52 mph (84 km/h),Parc Astérix,Operating,Wood,Custom Coasters International,,98 ft (30 m),,Chain lift,,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,2:05,,,"Dennis McNulty, Larry Bill",,,,,,,,,,,,,,,,,,,,,1997,49.1314,2.5739,Wood,1997-01-01
Tower of Terror II,"376.4 m (1,235 ft)",160.9 km/h (100.0 mph),Dreamworld,Removed,Steel – Launched – Shuttle,Intamin,Reverse Freefall Coaster,115 m (377 ft),0.0,Linear synchronous motor,"A$16,000,000",,Main Street,28 seconds,,4.5,,90°,108.3 m (355 ft),,,,,,,3 November 2019Tower of Terror ll),,,,,,,,,,0 to 160.9 km/h (0 to 100 mph) in 7 seconds,,1997,-27.8641,153.3174,Steel,1997-01-23
Windjammer Surf Racers,"1,851 ft (564.2 m)",40 mph (64.4 km/h),Other,Removed,Steel – Wild Mouse – Racing,TOGO,Wild Mouse/Looping,69 ft (21.0 m),1.0,Chain lift,"$6,200,000",10 trains with 2 cars. Riders are arranged 2 across in 2 rows for a total of 8 riders per train.,The Boardwalk,1:30,1400 riders per hour,,TOGO,42°,54 ft (16.5 m),,,Wacky Soap Box Racers,Custom,,,"March 2, 2000",,Xcelerator,,,,,,,,,,1997,33.8458,-118.0008,Steel,1997-03-26
Zeus (roller coaster),"2,900 ft (880 m)",60 mph (97 km/h),Mt. Olympus Water & Theme Park,Operating,Wood,Custom Coasters International,,90 ft (27 m),,,,,,1:25,,,,,85 ft (26 m),,,,,,,,,,,,,,,,,,,1997,43.6167,-89.7892,Wood,1997-06-07
